architecture,run,trial,val_acc,test_acc,train_seed,lr,weight_decay,warmup_ratio,num_epochs,selected_by_val,selected_by_test
albert-base,1,6,82.35974551764025,82.25433526011561,984517969,1.5294914248113504e-05,0.0017935612765831,0.0270197240335302,3,,
albert-base,1,7,80.56680161943319,81.15606936416185,486661642,3.741909409592489e-05,0.0002340204608453,0.1877499494882897,3,,
albert-base,1,8,70.213996529786,70.86705202312139,1613749955,5.744072042032843e-05,0.0020225523959343,0.0307919549493216,8,,
albert-base,1,9,81.6657027183343,80.63583815028902,343725557,7.413124128422012e-06,1.8725836942330427e-05,0.0676597378702403,5,,
albert-base,1,10,81.43435511856565,81.15606936416185,1138752889,6.4879357253399466e-06,0.0005578039874448,0.0478307027702928,6,,
albert-base,1,11,70.213996529786,70.86705202312139,2058941745,9.60354786211728e-05,0.0002294470214648,0.1447773628583967,4,,
albert-base,1,12,77.15442452284557,76.1271676300578,1192500939,9.186997379244196e-05,0.0009570018866114,0.1149214266812882,10,,
albert-base,1,13,70.213996529786,70.86705202312139,334650130,7.818563258270555e-05,0.037747344478239,0.0874652784366902,10,,
albert-base,1,14,79.98843262001157,79.94219653179191,1771933211,3.836942595493223e-05,1.9893323628154417e-05,0.1540536683838948,7,,
albert-base,1,15,81.08733371891266,80.11560693641619,1964082115,1.562841023016575e-05,0.0012641940041654,0.0030706394468134,2,,
albert-base,1,16,81.78137651821862,81.38728323699422,5886533,7.606747862725239e-06,0.009304713207544,0.187792332681113,6,,
albert-base,1,17,82.01272411798728,80.86705202312139,1051321898,8.285658631701227e-06,0.011752332833678,0.1288808800592824,5,,
albert-base,1,18,81.08733371891266,79.76878612716763,1157361082,3.738559838650832e-05,0.0031989423421855,0.078419146809674,9,,
albert-base,1,19,82.1283979178716,80.92485549132948,504863679,2.194623697829116e-05,0.0117165732163041,0.1783009561401003,9,,
albert-base,1,20,78.19548872180451,77.45664739884393,313688029,4.313540556934502e-05,1.1551553288751422e-05,0.0837757079107607,10,,
albert-base,1,21,81.49219201850781,80.8092485549133,1375492773,1.439516936549977e-05,0.0002726639612327,0.0747291542476792,9,,
albert-base,1,22,80.33545401966455,80.40462427745665,1312606931,4.03860823319932e-05,0.0021544885449828,0.1129856252943692,7,,
albert-base,1,23,81.26084441873915,80.7514450867052,899817570,2.3923926150956237e-05,0.0016684083376904,0.0980680288691466,5,,
albert-base,1,24,79.87275882012725,79.30635838150289,1110400748,3.9762019964017937e-05,0.0199817252956982,0.0527792514396098,6,,
albert-base,1,25,70.213996529786,70.86705202312139,134339479,5.893618692230074e-05,1.2505959947422618e-05,0.0786600104382384,6,,
albert-base,1,26,81.60786581839213,82.02312138728324,719129635,1.0471426553194276e-05,2.8417672682394483e-05,0.1056848951492591,3,,
albert-base,1,27,81.55002891844997,81.73410404624278,1812048245,1.6651791048986288e-05,0.0002148857720956,0.192017727109039,2,,
albert-base,1,28,79.23655292076344,79.88439306358381,904362190,4.9074071896173136e-05,0.0006072424014878,0.0840282555006801,9,,
albert-base,1,29,80.97165991902834,80.63583815028902,313234921,3.554364645675033e-05,0.0021874296532675,0.1398802422331693,3,,
albert-base,2,0,82.13457076566125,81.84454756380511,467331872,2.726580444269256e-05,0.0004630471603918,0.0393321674743328,5,,
albert-base,2,1,81.14849187935035,81.61252900232019,1352068230,1.9126562954896583e-05,5.814112678307774e-05,0.1937157769462885,7,,
albert-base,2,2,71.17169373549883,69.89559164733178,1976009983,7.326282685994109e-05,0.0095529475001549,0.0011430589009315,3,,
albert-base,2,3,79.93039443155452,81.2645011600928,442653137,3.0820114590514926e-05,0.064227785787274,0.1377594399554407,4,,
albert-base,2,4,80.97447795823666,80.10440835266822,1371764408,3.866827964744087e-05,0.0526097542535716,0.082267776979802,3,,
albert-base,2,5,77.49419953596288,78.30626450116009,1583641936,4.662800561287491e-05,0.0050318045697801,0.1823410644106568,3,,
albert-base,2,6,80.22041763341068,80.33642691415314,1940750607,4.465565826558868e-05,5.8709575241586654e-05,0.1939852998414455,7,,
albert-base,2,7,78.77030162412993,78.65429234338747,1724272097,4.975261662041224e-05,0.0117133267600663,0.1952964882274461,4,,
albert-base,2,8,81.61252900232019,81.61252900232019,1109219610,1.3555417133570511e-05,4.0094795411411486e-05,0.1628272422024216,8,,
albert-base,2,9,81.4385150812065,80.62645011600928,1225461182,2.22796730609878e-05,1.15445758115165e-05,0.0106124322096477,5,,
albert-base,2,10,80.97447795823666,80.6844547563805,478987963,1.2898333411871704e-05,0.0028875235926343,0.1665588036854867,3,,
albert-base,2,11,80.51044083526682,81.32250580046404,2084875304,2.480636991693315e-05,5.829431750430525e-05,0.1608493874753032,10,,
albert-base,2,12,71.17169373549883,69.89559164733178,1334110835,9.51428602588923e-05,0.0002725065901976,0.1485901837399421,7,,
albert-base,2,13,79.98839907192576,78.82830626450117,940730348,4.39285594682269e-05,0.0021237515386377,0.0359118534803513,5,,
albert-base,2,14,78.7122969837587,80.51044083526682,1566120263,6.384170085662728e-06,0.0045465878157848,0.0729802501682193,5,,
albert-base,2,15,75.63805104408353,77.03016241299304,1584249621,3.3208953998989186e-05,0.0728716717240794,0.1708218836055183,2,,
albert-base,2,16,81.38051044083527,81.72853828306265,104616786,9.97521102245774e-06,0.0125726621096041,0.1706620862190657,2,,
albert-base,2,17,81.78654292343387,82.36658932714617,1763273327,1.2049715129694864e-05,0.0001328978261864,0.0086825667416675,10,,
albert-base,2,18,81.4385150812065,80.2784222737819,392461812,7.906303524277532e-06,1.191395162806542e-05,0.0570159195473988,7,,
albert-base,2,19,81.55452436194895,81.20649651972158,1678961824,1.7592416348970562e-05,2.430380029454542e-05,0.0107190293978947,6,,
albert-base,2,20,78.88631090487239,80.91647331786542,1661464394,6.971041840285761e-06,4.139832333404837e-05,0.0770527338760255,2,,
albert-base,2,21,79.69837587006961,79.17633410672853,1086826756,5.94479556900108e-05,0.0119247805081058,0.191422599184281,10,,
albert-base,2,22,81.72853828306265,81.78654292343387,414540397,2.1120957288583856e-05,9.970745305175372e-05,0.1050094282641763,5,,
albert-base,2,23,80.6844547563805,81.4385150812065,613666107,9.51292063959652e-06,0.0971226135648131,0.1420023601465817,9,,
albert-base,2,24,80.2784222737819,80.56844547563806,76210851,7.228328824407547e-06,8.526478788954865e-05,0.173676971944891,8,,
albert-base,2,25,71.17169373549883,69.89559164733178,514141324,7.863021676079578e-05,7.782965866787865e-05,0.1078685049060751,8,,
albert-base,2,26,78.88631090487239,78.53828306264501,793310824,6.075018213598839e-05,0.0002902902325104,0.1766984634753478,2,,
albert-base,2,27,80.10440835266822,81.14849187935035,835732694,1.1710095038944669e-05,0.0001088519968878,0.1006775067599798,10,,
albert-base,2,28,80.8584686774942,82.4245939675174,199064415,2.2744567741720327e-05,0.0147376164813963,0.0044963068131025,9,,
albert-base,2,29,82.13457076566125,81.55452436194895,1050672807,1.2665072207264698e-05,0.0001423847811201,0.0565561263532026,7,,
albert-base,3,0,76.44419517666853,75.99551318003365,353780111,6.826330223602373e-05,0.0002081947237981,0.0235244311382488,2,,
albert-base,3,1,80.70667414469995,82.27706113292204,1248275863,2.604084624247187e-05,0.0004547565000291,0.064150491144117,8,,
albert-base,3,2,77.50981491867638,79.80931015143017,1416917988,6.074658094818611e-05,1.2534905088139483e-05,0.1422378215631153,9,,
albert-base,3,3,80.87492989343802,81.26752664049356,1797810883,1.6974253177955035e-05,0.0002134592048537,0.1602223466171433,2,,
albert-base,3,4,79.80931015143017,79.75322490185081,2094034440,5.424833118606069e-05,0.0484121475418933,0.0303053901368847,2,,
albert-base,3,5,80.03365114974761,82.44531688166012,391744845,3.644180564292516e-05,0.0026869360697995,0.1821483136558935,4,,
albert-base,3,6,69.3774537296691,69.43353897924845,1775350769,8.35684958858366e-05,0.0802907262330489,0.1017688324774763,4,,
albert-base,3,7,75.99551318003365,77.95849691531127,717848230,7.057063340592124e-05,2.262206728269936e-05,0.1887849306008872,4,,
albert-base,3,8,80.4823331463825,80.7627593942793,378286726,5.261439496295837e-05,9.169699071472996e-05,0.137241638152935,4,,
albert-base,3,9,81.04318564217611,82.27706113292204,115790425,8.735622572330605e-06,0.015319901203617,0.0052876169700243,6,,
albert-base,3,10,80.7627593942793,82.27706113292204,1617557092,2.749738698838474e-05,0.0159466203557972,0.1466070505390992,7,,
albert-base,3,11,79.80931015143017,79.92148065058889,1975092057,2.5738718178973333e-05,0.0008909079634935,0.0079221650176579,5,,
albert-base,3,12,81.04318564217611,83.06225462703308,322201074,7.88660415549457e-06,1.3328447733909096e-05,0.0908115045711167,7,,
albert-base,3,13,80.42624789680315,81.82837913628715,804959563,2.1192174612119454e-05,0.032195678299353,0.1459874895181945,4,,
albert-base,3,14,69.3774537296691,69.43353897924845,1449004961,9.412661054101844e-05,0.0030029798642657,0.0737314672120851,10,,
albert-base,3,15,81.09927089175547,81.66012338754908,433985834,2.386237732974321e-05,0.0016744617571104,0.1737392240232379,8,,
albert-base,3,16,80.37016264722378,81.49186763881099,179259003,2.0615603638454287e-05,0.0014504866979417,0.0703744017574704,8,,
albert-base,3,17,80.7627593942793,83.28659562535053,1851652427,1.391062805482273e-05,0.0003249510181657,0.1176321257718949,7,,
albert-base,3,18,69.3774537296691,69.43353897924845,1758458005,3.817429279219483e-05,0.0008749203422769,0.1334142913781146,5,,
albert-base,3,19,81.21144139091419,82.38923163208077,1330691175,6.141123287201207e-06,0.000564064308898,0.1427434307340445,9,,
albert-base,3,20,80.03365114974761,82.10880538418397,1770532048,1.2403998503152448e-05,9.79179912108187e-05,0.0991335097540508,3,,
albert-base,3,21,81.32361189007291,81.71620863712843,1667697974,7.808565354106505e-06,0.0126283034473323,0.0722297678363174,8,,
albert-base,3,22,79.58496915311274,80.87492989343802,1104222188,2.675894921164835e-05,0.0108418226136119,0.1191775318649413,10,,
albert-base,3,23,81.49186763881099,81.82837913628715,726224200,5.574133696911235e-06,0.0009836148125275,0.0191475825289147,7,,
albert-base,3,24,74.9298934380258,76.5002804262479,434505505,6.173916823215741e-05,0.0031475624632883,0.0155145843329834,7,,
albert-base,3,25,81.04318564217611,81.94054963544588,1529308885,1.2462823932673833e-05,0.0001516986947557,0.1522859073155439,6,,
albert-base,3,26,80.81884464385867,82.22097588334267,890451152,2.2341976089146414e-05,0.0005297755286294,0.1939078012742052,7,,
albert-base,3,27,78.18283791362872,79.41671340437465,492777286,3.359470217980995e-05,1.0428720074940414e-05,0.1177446731780303,9,,
albert-base,3,28,76.16376892877173,77.7902411665732,2013171737,6.33770808078252e-05,4.494829165271753e-05,0.0706669418071973,10,,
albert-base,3,29,69.3774537296691,69.43353897924845,179837156,7.688756034896449e-05,0.0843477650178201,0.0377300652031029,2,,
albert-base,4,0,81.92154633314384,82.1590909090909,1340364332,1.2075015592280656e-05,0.0012294180062244,0.1975461979650795,7,,
albert-base,4,1,80.50028425241615,80.85227272727273,1707288623,7.297301976801166e-06,0.0032415822496705,0.1472213360455364,2,,
albert-base,4,2,79.19272313814668,80.85227272727273,1339038975,3.608936787821803e-05,0.0017078745918474,0.1516279878137185,6,,
albert-base,4,3,79.93177942012507,82.2159090909091,1065865150,2.398369013487167e-05,3.770555008714879e-05,0.1473838394084517,8,,
albert-base,4,4,79.4201250710631,80.625,1244230247,6.263755268997793e-06,0.0061956841886218,0.0101901198209874,4,,
albert-base,4,5,80.84138715179078,82.2159090909091,269067563,2.249016482878076e-05,0.0054426832976746,0.015026728357262,3,,
albert-base,4,6,80.8982376350199,82.1590909090909,1800908887,1.983844589593456e-05,0.010223669600507,0.1781961827753132,10,,
albert-base,4,7,79.98862990335418,81.70454545454545,1244581018,1.1290612403613393e-05,9.91512685869297e-05,0.0111896148643705,2,,
albert-base,4,8,80.38658328595793,81.875,157757164,2.6431295876374763e-05,6.296800727427996e-05,0.1549420204810301,7,,
albert-base,4,9,80.38658328595793,81.36363636363636,410090424,3.08465942616632e-05,0.0023756343812792,0.1386444409537288,9,,
albert-base,4,10,79.64752700397953,81.64772727272727,71351088,5.479755048249047e-06,4.5501665192055535e-05,0.0396549601049883,9,,
albert-base,4,11,81.75099488345651,82.04545454545455,1873877039,1.697422957468647e-05,0.0004505943693252,0.0369575884421494,6,,
albert-base,4,12,80.8982376350199,81.76136363636364,1829355146,1.1415213331556708e-05,1.0726304072904212e-05,0.0554783336473464,3,,
albert-base,4,13,80.10233086981239,80.9090909090909,1483578455,2.966097345806408e-05,0.0285340756022489,0.1556941090105345,10,,
albert-base,4,14,80.61398521887436,82.32954545454545,484816065,1.106291157856736e-05,4.068311825420995e-05,0.1077727080967556,3,,
albert-base,4,15,79.53382603752132,80.39772727272727,1848831987,6.940457966454167e-05,3.753086907259866e-05,0.1222145200430871,10,,
albert-base,4,16,82.26264923251847,82.2159090909091,1656257075,1.1322731538721265e-05,0.0184612095069976,0.1564642026621282,8,,
albert-base,4,17,69.81239340534394,70.45454545454545,1878866314,9.772695992118444e-05,5.247534989705767e-05,0.1841078461009284,2,,
albert-base,4,18,81.63729391699829,82.38636363636364,1063366519,5.467515363691769e-06,0.0518493668516786,0.0822026041991663,7,,
albert-base,4,19,69.81239340534394,70.45454545454545,1088519254,6.523808052509965e-05,0.0011807368719595,0.062106057145374,5,,
albert-base,4,20,80.95508811824901,82.44318181818181,288584815,9.59915945659988e-06,0.0946905407418681,0.1600294426370909,4,,
albert-base,4,21,69.81239340534394,70.45454545454545,2024413220,9.13300643966658e-05,4.892897114101616e-05,0.0454610227847091,7,,
albert-base,4,22,81.46674246731098,82.67045454545455,2076702401,2.448912677488205e-05,0.01880139014608,0.1425875180946632,2,,
albert-base,4,23,80.38658328595793,80.68181818181819,656447674,3.553126002934401e-05,0.0001901793258037,0.1385961763845759,7,,
albert-base,4,24,81.63729391699829,82.38636363636364,322341911,1.044110666183606e-05,0.0002295033062333,0.1988134875900865,3,,
albert-base,4,25,69.81239340534394,70.45454545454545,941771401,8.804424653070855e-05,0.0003709507449416,0.0909511214077448,2,,
albert-base,4,26,81.35304150085275,81.93181818181819,1656161097,1.3072076368695038e-05,1.896585223190957e-05,0.0224156048435483,7,,
albert-base,4,27,69.81239340534394,70.45454545454545,42530339,5.525825048270122e-05,2.486798262963576e-05,0.1132713934662304,6,,
albert-base,4,28,80.8982376350199,81.02272727272727,1303866169,5.371714843983742e-06,6.872080454312459e-05,0.1751362440367425,5,,
albert-base,4,29,78.51051733939738,79.94318181818181,1110565890,3.051421667849307e-05,0.000681500081186,0.1152030803892852,9,,
albert-base,5,0,81.92026951151038,83.04323413812465,2063222514,2.3854186850477096e-05,0.0009481358202746,0.1273849585755941,3,,
albert-base,5,1,82.20101066816396,82.03256597417182,1017175563,1.0344060182459317e-05,2.0681128910789992e-05,0.0363521979676253,7,,
albert-base,5,2,79.89893318360471,82.20101066816396,781612805,4.185485092494779e-05,0.0326503089369712,0.1217110446676738,5,,
albert-base,5,3,69.79225154407636,70.74677147669848,940237376,8.491055856505254e-05,0.0821177545230029,0.146416788393754,6,,
albert-base,5,4,81.30263896687255,82.65019651880965,549880122,2.931260266696512e-05,0.0016831190190352,0.0717376957185164,5,,
albert-base,5,5,77.76530039303762,78.71982032565974,1466196546,7.219448215345264e-05,0.0295735356818814,0.0732107466687087,4,,
albert-base,5,6,81.30263896687255,82.70634475014037,1154981537,2.0962494178653585e-05,0.0014201635524364,0.0049388516997563,10,,
albert-base,5,7,81.35878719820326,82.25715889949467,1357998163,1.5157792628222404e-05,0.0835230686314687,0.0273067831007326,8,,
albert-base,5,8,82.76249298147108,82.8186412128018,1057360672,3.5548223694548615e-05,7.3328389186918e-05,0.1525600666039919,2,,
albert-base,5,9,82.59404828747894,82.65019651880965,1316147706,1.8138297099981927e-05,0.0003543492238474,0.0574512915795183,7,,
albert-base,5,10,81.47108366086468,82.93093767546323,21239609,5.44937918168918e-06,0.0143641939960176,0.0267449749815895,10,,
albert-base,5,11,82.48175182481752,81.35878719820326,727877816,8.655405024177643e-06,0.001635434369939,0.0072704922776183,10,,
albert-base,5,12,81.1341942728804,81.97641774284111,1409015637,3.111353497726103e-05,2.931227198234287e-05,0.1708900928177573,8,,
albert-base,5,13,82.4256035934868,81.63952835485682,1068271821,6.825599983371686e-06,0.0005815804846118,0.024267705103438,9,,
albert-base,5,14,78.88826501965188,78.83211678832117,922917940,6.325697705358948e-05,5.746866109106859e-05,0.0663605117748241,9,,
albert-base,5,15,81.58338012352611,81.86412128017967,130079592,2.1831523747694508e-05,0.0094864345394533,0.1738420057571207,3,,
albert-base,5,16,79.67434025828186,79.11285794497473,1249850634,6.176750853540325e-05,0.0002980306451317,0.1256791522392756,6,,
albert-base,5,17,82.14486243683324,82.48175182481752,522202390,1.3029548439404985e-05,0.0218645242344479,0.0547012020730122,10,,
albert-base,5,18,80.06737787759685,79.842784952274,1138686022,5.745054130115885e-05,0.0101194800531123,0.0624953119823164,8,,
albert-base,5,19,82.14486243683324,80.90960134755755,1871483867,3.82876414832265e-05,2.664762795183241e-05,0.025580101203325,4,,
albert-base,5,20,81.24649073554183,82.20101066816396,957039375,5.471843189410236e-06,8.508293879899167e-05,0.0138955067262971,10,,
albert-base,5,21,80.85345311622685,80.40426726558114,970437050,5.406982744387425e-05,1.540651489760242e-05,0.1313922400873374,7,,
albert-base,5,22,77.65300393037619,77.42841100505333,1115842819,7.18384480043662e-05,0.0003180109123971,0.067501029151981,9,,
albert-base,5,23,80.235822571589,81.19034250421112,146037988,4.919824566378836e-05,0.0175449128119247,0.1625664117304774,10,,
albert-base,5,24,79.50589556428973,80.85345311622685,1752488628,4.890379396339378e-05,0.0780396580335173,0.0527019865919932,6,,
albert-base,5,25,82.14486243683324,83.2678270634475,1669126228,1.1202634326102428e-05,0.0017316967246039,0.0994395712853965,10,,
albert-base,5,26,82.31330713082538,83.82930937675464,615191463,1.3213636269200876e-05,0.0017482631504491,0.179462298678242,7,,
albert-base,5,27,80.06737787759685,80.46041549691185,455000070,4.042165951804385e-05,7.838631351277111e-05,0.1971854622037592,2,,
albert-base,5,28,79.67434025828186,81.02189781021897,559582972,5.673335028773204e-05,0.0006744284803281,0.1902373057684897,10,,
albert-base,5,29,80.06737787759685,77.82144862436833,1491973396,6.73515560341037e-05,1.4361324015828018e-05,0.1589650129681493,4,,
albert-base,6,0,82.26264923251847,80.2160318362706,648395551,5.730339088633395e-06,0.0004392432881411,0.143032403612399,5,,
albert-base,6,1,68.84593519044913,69.64184195565662,2027883513,9.956733553341672e-05,0.0059463176979647,0.0495187831344886,3,,
albert-base,6,2,78.73791927231382,76.12279704377487,1426257568,5.96283088610271e-05,0.0411650865319431,0.1677119938982626,2,,
albert-base,6,3,82.26264923251847,80.38658328595793,1507982002,9.458895411418033e-06,0.0034641445992546,0.1084336034522119,2,,
albert-base,6,4,81.29619101762366,79.53382603752132,1957213061,3.975585367132954e-05,0.0234692028392173,0.0686034531776138,2,,
albert-base,6,5,76.80500284252416,76.3501989766913,82695280,4.006422255390515e-05,0.0008465129988697,0.0163372700141158,2,,
albert-base,6,6,82.83115406480955,80.27288231949971,939537312,1.3128188779819685e-05,0.0019274516374266,0.1785194084567875,3,,
albert-base,6,7,82.94485503126776,78.85162023877203,821872201,3.367458847457431e-05,1.590409468544082e-05,0.017391096282605,7,,
albert-base,6,8,68.84593519044913,69.64184195565662,606129809,9.345059391421016e-05,0.0428809528635374,0.1987384181899132,4,,
albert-base,6,9,81.92154633314384,80.44343376918704,1809632869,6.246058327777632e-06,4.287072270251252e-05,0.0383448446037724,3,,
albert-base,6,10,79.98862990335418,77.99886299033541,793592198,6.38411812308774e-05,0.0017408019103562,0.1217269126811764,4,,
albert-base,6,11,83.45650938032973,80.44343376918704,798865149,1.872681951059484e-05,0.0366580465131616,0.0999413579892124,8,,
albert-base,6,12,81.46674246731098,80.50028425241615,564811078,2.8768064736815084e-05,0.0002676231895289,0.0398815884431523,7,,
albert-base,6,13,81.97839681637294,80.38658328595793,1966673861,6.677014775847676e-06,0.002358518244987,0.0847560017564436,6,,
albert-base,6,14,68.84593519044913,69.64184195565662,1596549094,9.335818926085691e-05,0.0006327856616097,0.098154789818782,4,,
albert-base,6,15,68.84593519044913,69.64184195565662,1595821607,9.285432404078054e-05,0.0049868040312172,0.1317706823791159,9,,
albert-base,6,16,81.46674246731098,79.363274587834,959494693,1.5760245141895605e-05,9.208414341762414e-05,0.1824932516969434,3,,
albert-base,6,17,77.8851620238772,76.80500284252416,2043107895,5.681936039147416e-05,4.549481575829234e-05,0.0111016021127572,7,,
albert-base,6,18,82.31949971574758,80.84138715179078,1780955010,1.4778756346935831e-05,2.9471114962990512e-05,0.0849588548048869,5,,
albert-base,6,19,80.32973280272883,79.59067652075042,661805348,5.463115658383937e-06,4.101510770190482e-05,0.158668313198548,3,,
albert-base,6,20,82.20579874928937,81.52359295054008,132487998,8.016748446877956e-06,2.822730643643637e-05,0.126077337617694,3,,
albert-base,6,21,82.66060261512223,80.38658328595793,294514197,2.0542299658357705e-05,4.646814733079496e-05,0.015891584496445,7,,
albert-base,6,22,81.12563956793633,80.50028425241615,1145104662,5.359547523611288e-05,0.000838663908719,0.0953486783210227,6,,
albert-base,6,23,78.73791927231382,77.14610574189881,1550632221,7.147894750536565e-05,8.926332909065854e-05,0.1218043520165433,10,,
albert-base,6,24,80.32973280272883,78.22626492325185,47003314,6.32109898027069e-05,0.0003251517232381,0.078016891908469,3,,
albert-base,6,25,79.81807845366686,76.06594656054577,1162745704,6.82223781938932e-05,8.229401936665445e-05,0.1863965896189215,6,,
albert-base,6,26,82.4900511654349,80.78453666856169,1106003743,1.768353332770319e-05,3.420521701033315e-05,0.0643226816156369,3,,
albert-base,6,27,68.84593519044913,69.64184195565662,811530577,5.633345447067226e-05,0.000438159711114,0.0054380971627507,2,,
albert-base,6,28,81.40989198408187,79.76122797043774,706723330,5.50528530202005e-06,0.089845487833465,0.0837888705079315,3,,
albert-base,6,29,81.6941444002274,80.0454803865833,675228634,7.1626243796362745e-06,0.0008793206640564,0.1847300099601633,9,,
albert-base,7,0,81.6909294512878,80.17917133258679,972279393,5.18646469797194e-06,0.0001152718954545,0.0745967031045277,5,,
albert-base,7,1,80.79507278835386,79.45128779395297,1017985719,5.588905737330775e-06,6.0500792813894335e-05,0.1166892971510122,2,,
albert-base,7,2,70.82866741321389,68.36506159014557,1418195590,7.395513633173512e-05,0.0004334407787528,0.0062412427503063,8,,
albert-base,7,3,79.22732362821948,79.05935050391938,1666491706,4.608472803592938e-05,0.0004123509808686,0.1277316773905193,10,,
albert-base,7,4,82.08286674132138,80.51511758118701,1734570413,2.984990636611973e-05,0.0222182194782116,0.0816103356513992,5,,
albert-base,7,5,81.57894736842105,79.89921612541993,988267365,5.049378871888763e-06,0.0002255682062814,0.0412035618312629,5,,
albert-base,7,6,81.07502799552071,80.40313549832027,1082014382,3.263489983624205e-05,0.0363991032973802,0.1681474636919022,10,,
albert-base,7,7,80.62709966405374,79.17133258678611,2116815269,5.643457043676135e-06,0.0006581664617386,0.1434321531392664,9,,
albert-base,7,8,83.53863381858902,80.29115341545352,407123871,1.1008031267598405e-05,0.0234065675900585,0.0595743842342926,4,,
