architecture,run,val_strategy_test_acc,test_strategy_test_acc,gap
electra-small,13,69.1699604743083,69.1699604743083,0.0
electra-small,14,65.44401544401545,65.44401544401545,0.0
electra-small,15,57.227722772277225,65.34653465346534,8.118811881188115
electra-small,16,69.3069306930693,69.3069306930693,0.0
electra-small,17,65.61264822134387,66.79841897233202,1.1857707509881408
electra-small,18,63.83399209486166,64.03162055335969,0.19762845849803057
electra-small,19,66.60268714011517,67.75431861804222,1.1516314779270544
electra-small,20,66.19433198380567,67.4089068825911,1.214574898785429
electra-small,21,67.60828625235405,68.36158192090396,0.7532956685499101
electra-small,22,60.83499005964215,62.02783300198807,1.1928429423459193
electra-small,23,63.67265469061877,65.26946107784431,1.5968063872255414
electra-small,24,64.88095238095238,67.46031746031746,2.5793650793650755
electra-small,25,63.72549019607843,63.72549019607843,0.0
electra-small,26,60.90373280943025,66.99410609037328,6.090373280943027
electra-small,27,65.86345381526104,68.07228915662651,2.2088353413654715
electra-small,28,62.549019607843135,64.31372549019608,1.764705882352942
electra-small,29,67.06349206349206,67.06349206349206,0.0
mobilebert,0,64.41351888667992,66.79920477137176,2.3856858846918385
mobilebert,1,66.92607003891051,66.92607003891051,0.0
mobilebert,2,68.46153846153847,69.61538461538461,1.1538461538461462
mobilebert,3,66.2109375,67.3828125,1.171875
mobilebert,4,69.55684007707129,69.55684007707129,0.0
mobilebert,5,64.92985971943888,65.93186372745491,1.00200400801603
mobilebert,6,63.69047619047619,70.43650793650794,6.746031746031747
mobilebert,7,67.12062256809338,67.12062256809338,0.0
mobilebert,8,67.65873015873017,67.65873015873017,0.0
mobilebert,9,59.12698412698413,66.07142857142857,6.944444444444443
mobilebert,10,64.50980392156863,68.03921568627452,3.529411764705884
mobilebert,11,63.72360844529751,67.94625719769674,4.22264875239923
mobilebert,12,67.84313725490196,69.6078431372549,1.764705882352942
mobilebert,13,65.60636182902584,67.59443339960238,1.9880715705765368
mobilebert,14,70.3187250996016,70.3187250996016,0.0
mobilebert,15,64.71734892787525,68.6159844054581,3.898635477582843
mobilebert,16,67.87762906309752,69.59847036328871,1.7208413001911964
mobilebert,17,65.4296875,68.9453125,3.515625
mobilebert,18,73.95626242544732,73.95626242544732,0.0
mobilebert,19,68.3495145631068,68.54368932038835,0.19417475728155864
mobilebert,20,63.671875,67.1875,3.515625
mobilebert,21,64.63414634146342,67.6829268292683,3.0487804878048763
mobilebert,22,64.4578313253012,65.66265060240964,1.2048192771084416
mobilebert,23,64.11764705882354,64.31372549019608,0.19607843137254122
mobilebert,24,68.9922480620155,68.9922480620155,0.0
mobilebert,25,67.5146771037182,68.68884540117416,1.1741682974559637
mobilebert,26,67.71653543307086,67.71653543307086,0.0
mobilebert,27,67.12062256809338,69.06614785992218,1.945525291828801
mobilebert,28,64.72868217054264,65.11627906976744,0.38759689922480334
mobilebert,29,63.92785571142284,68.5370741482966,4.609218436873753
distilbert,0,55.02008032128514,59.036144578313255,4.016064257028113
distilbert,1,58.7426326129666,62.475442043222,3.7328094302554007
distilbert,2,58.984375,61.9140625,2.9296875
distilbert,3,57.52895752895753,59.84555984555985,2.316602316602321
distilbert,4,59.26640926640927,61.77606177606177,2.509652509652504
distilbert,5,60.98039215686274,61.372549019607845,0.39215686274510375
distilbert,6,62.32741617357002,63.70808678500986,1.3806706114398395
distilbert,7,55.73122529644269,59.68379446640317,3.9525691699604835
distilbert,8,60.57142857142857,62.095238095238095,1.5238095238095255
distilbert,9,60.07751937984496,63.565891472868216,3.4883720930232585
distilbert,10,60.546875,62.890625,2.34375
distilbert,11,60.23391812865497,60.23391812865497,0.0
distilbert,12,60.7421875,62.5,1.7578125
distilbert,13,55.55555555555556,64.71734892787525,9.161793372319693
distilbert,14,61.232604373757454,63.220675944334,1.988071570576544
distilbert,15,59.45945945945946,61.96911196911197,2.5096525096525113
distilbert,16,57.70750988142292,62.45059288537549,4.74308300395257
distilbert,17,58.31663326653307,60.32064128256513,2.00400801603206
distilbert,18,57.42574257425743,59.801980198019805,2.3762376237623783
distilbert,19,60.946745562130175,61.341222879684416,0.39447731755424087
distilbert,20,61.6,61.6,0.0
distilbert,21,58.764940239043824,66.93227091633466,8.167330677290835
distilbert,22,62.2093023255814,62.2093023255814,0.0
distilbert,23,61.81102362204725,61.81102362204725,0.0
distilbert,24,62.26053639846743,62.26053639846743,0.0
distilbert,25,56.4,61.6,5.200000000000003
distilbert,26,57.03125,62.109375,5.078125
distilbert,27,56.10236220472441,62.20472440944882,6.102362204724415
distilbert,28,55.445544554455445,61.18811881188119,5.742574257425744
distilbert,29,58.7426326129666,59.33202357563851,0.5893909626719065
bert-base,0,66.40625,67.578125,1.171875
bert-base,1,68.8,73.6,4.799999999999997
bert-base,2,65.67460317460318,69.24603174603175,3.5714285714285694
bert-base,3,67.73547094188376,70.54108216432866,2.8056112224448952
bert-base,4,72.03219315895372,72.03219315895372,0.0
bert-base,5,62.52465483234714,65.68047337278107,3.155818540433927
bert-base,6,67.45098039215686,69.41176470588235,1.9607843137254832
bert-base,7,66.40159045725646,66.40159045725646,0.0
bert-base,8,64.70588235294117,67.84313725490196,3.1372549019607874
bert-base,9,66.14173228346456,66.14173228346456,0.0
bert-base,10,67.96875,67.96875,0.0
bert-base,11,65.83011583011583,69.3050193050193,3.4749034749034706
bert-base,12,66.15087040618955,67.69825918762089,1.5473887814313372
bert-base,13,66.14481409001957,68.4931506849315,2.3483365949119417
bert-base,14,65.77437858508604,70.74569789674952,4.971319311663478
bert-base,15,67.71653543307086,68.7007874015748,0.9842519685039406
bert-base,16,72.34042553191489,72.34042553191489,0.0
bert-base,17,71.78502879078695,73.32053742802303,1.5355086372360773
bert-base,18,70.84148727984345,72.6027397260274,1.7612524461839456
bert-base,19,71.53846153846153,71.53846153846153,0.0
bert-base,20,70.76923076923077,70.76923076923077,0.0
bert-base,21,64.38356164383562,68.29745596868885,3.9138943248532314
bert-base,22,68.1640625,68.9453125,0.78125
bert-base,23,67.39562624254474,69.18489065606362,1.7892644135188789
bert-base,24,67.93893129770993,69.65648854961832,1.7175572519083886
bert-base,25,70.15503875968992,70.15503875968992,0.0
bert-base,26,69.43907156673114,71.37330754352031,1.934235976789168
bert-base,27,67.45562130177515,67.85009861932939,0.39447731755423376
bert-base,28,68.63905325443787,70.41420118343196,1.7751479289940875
bert-base,29,67.12328767123287,70.0587084148728,2.9354207436399236
xlnet-base,0,70.6930693069307,72.07920792079207,1.3861386138613767
xlnet-base,1,65.93186372745491,70.34068136272545,4.4088176352705375
xlnet-base,2,68.67704280155642,71.20622568093385,2.52918287937743
xlnet-base,3,68.7128712871287,68.7128712871287,0.0
xlnet-base,4,65.27777777777777,65.67460317460318,0.3968253968254061
xlnet-base,5,68.00766283524904,69.73180076628353,1.724137931034491
xlnet-base,6,69.84126984126983,72.42063492063492,2.5793650793650897
xlnet-base,7,66.15087040618955,69.24564796905223,3.0947775628626744
xlnet-base,8,71.7948717948718,71.7948717948718,0.0
xlnet-base,9,66.47286821705427,69.76744186046511,3.2945736434108426
xlnet-base,10,66.99801192842942,68.19085487077535,1.1928429423459335
xlnet-base,11,66.33064516129032,67.94354838709677,1.6129032258064484
xlnet-base,12,67.6,69.0,1.4000000000000057
xlnet-base,13,67.52988047808765,69.5219123505976,1.9920318725099548
xlnet-base,14,73.66412213740458,74.61832061068702,0.954198473282446
xlnet-base,15,69.18604651162791,71.70542635658914,2.519379844961236
xlnet-base,16,69.88188976377953,72.04724409448819,2.1653543307086665
xlnet-base,17,65.0,69.0,4.0
xlnet-base,18,65.44401544401545,68.33976833976834,2.895752895752892
xlnet-base,19,73.35907335907336,74.32432432432432,0.9652509652509593
xlnet-base,20,69.73180076628353,71.64750957854406,1.915708812260533
xlnet-base,21,72.36580516898609,73.1610337972167,0.7952286282306176
xlnet-base,22,71.08910891089108,71.08910891089108,0.0
xlnet-base,23,65.45801526717557,71.37404580152672,5.916030534351151
xlnet-base,24,70.42801556420234,70.42801556420234,0.0
xlnet-base,25,68.359375,72.0703125,3.7109375
xlnet-base,26,65.08875739644971,68.44181459566074,3.3530571992110367
xlnet-base,27,68.08510638297872,68.27852998065764,0.19342359767891537
xlnet-base,28,67.88461538461539,68.07692307692308,0.1923076923076934
xlnet-base,29,70.74148296593187,73.14629258517034,2.4048096192384776
roberta-base,0,76.65995975855131,77.46478873239437,0.8048289738430583
roberta-base,1,73.62204724409449,73.81889763779527,0.19685039370078528
roberta-base,2,73.96449704142012,73.96449704142012,0.0
roberta-base,3,73.09941520467837,74.26900584795321,1.1695906432748444
roberta-base,4,73.01886792452831,75.47169811320755,2.4528301886792434
roberta-base,5,72.83702213279678,74.64788732394366,1.8108651911468883
roberta-base,6,72.03883495145631,75.33980582524272,3.3009708737864116
roberta-base,7,74.1747572815534,75.33980582524272,1.1650485436893234
roberta-base,8,72.13438735177866,73.3201581027668,1.1857707509881408
roberta-base,9,72.03065134099617,74.32950191570882,2.2988505747126453
roberta-base,10,71.4859437751004,71.4859437751004,0.0
roberta-base,11,74.25742574257426,74.45544554455445,0.19801980198019464
roberta-base,12,79.67806841046277,79.67806841046277,0.0
roberta-base,13,75.04798464491363,75.04798464491363,0.0
roberta-base,14,73.11411992263056,73.11411992263056,0.0
roberta-base,15,72.48995983935743,75.1004016064257,2.6104417670682807
roberta-base,16,72.81746031746032,74.60317460317461,1.7857142857142918
roberta-base,17,75.09578544061303,75.09578544061303,0.0
roberta-base,18,75.04950495049505,75.04950495049505,0.0
roberta-base,19,74.55621301775147,76.7258382642998,2.1696252465483212
roberta-base,20,75.68093385214007,76.84824902723736,1.1673151750972863
roberta-base,21,73.13725490196079,74.50980392156863,1.3725490196078454
roberta-base,22,72.7810650887574,76.33136094674556,3.5502958579881607
roberta-base,23,69.76744186046511,73.83720930232558,4.0697674418604635
roberta-base,24,70.98039215686275,73.52941176470588,2.5490196078431353
roberta-base,25,75.92954990215264,75.92954990215264,0.0
roberta-base,26,73.01587301587301,74.4047619047619,1.3888888888888857
roberta-base,27,73.5408560311284,75.68093385214007,2.1400778210116727
roberta-base,28,73.38551859099805,73.77690802348337,0.391389432485326
roberta-base,29,73.20388349514563,73.20388349514563,0.0
deberta-v3-small,0,72.58382642998028,72.58382642998028,0.0
deberta-v3-small,1,74.5019920318725,77.09163346613546,2.5896414342629583
deberta-v3-small,2,74.25149700598803,76.64670658682634,2.395209580838312
deberta-v3-small,3,75.9765625,75.9765625,0.0
deberta-v3-small,4,72.44094488188976,76.18110236220473,3.740157480314963
deberta-v3-small,5,74.50592885375494,75.69169960474308,1.1857707509881408
deberta-v3-small,6,74.373795761079,75.72254335260115,1.3487475915221552
deberta-v3-small,7,73.21428571428571,73.80952380952381,0.595238095238102
deberta-v3-small,8,73.3201581027668,73.3201581027668,0.0
deberta-v3-small,9,73.4225621414914,76.2906309751434,2.8680688336520035
deberta-v3-small,10,72.69155206286837,72.69155206286837,0.0
deberta-v3-small,11,72.77992277992279,75.0965250965251,2.3166023166023137
deberta-v3-small,12,69.7495183044316,72.44701348747591,2.6974951830443104
deberta-v3-small,13,72.8515625,72.8515625,0.0
deberta-v3-small,14,74.95145631067962,75.14563106796116,0.19417475728154443
deberta-v3-small,15,74.11764705882354,74.90196078431373,0.7843137254901933
deberta-v3-small,16,73.06201550387597,75.0,1.937984496124031
deberta-v3-small,17,70.61143984220907,75.14792899408285,4.536489151873781
deberta-v3-small,18,73.28094302554028,75.24557956777996,1.964636542239674
deberta-v3-small,19,71.8562874251497,75.0499001996008,3.193612774451097
deberta-v3-small,20,73.4225621414914,74.5697896749522,1.147227533460807
deberta-v3-small,21,70.85714285714286,74.0952380952381,3.238095238095241
deberta-v3-small,22,71.45631067961165,73.98058252427184,2.5242718446601913
deberta-v3-small,23,69.94219653179191,70.71290944123314,0.7707129094412295
deberta-v3-small,24,70.64579256360078,74.16829745596868,3.5225048923679054
deberta-v3-small,25,73.04015296367113,74.18738049713193,1.1472275334607929
deberta-v3-small,26,75.70621468926554,75.70621468926554,0.0
deberta-v3-small,27,71.73913043478261,71.73913043478261,0.0
deberta-v3-small,28,77.10371819960861,77.10371819960861,0.0
deberta-v3-small,29,74.08123791102514,76.40232108317214,2.3210831721469987
